from,to,value,fee
3PTiRqDHwW3hEUpQco58GgLTPjm1BDnUiD,3N2iA9tZPmJjquUwdEtJE4Vr6tMFtUq6d9,91294,133698
3CxJqiYcTRK1nreP14kRqNC1Lm3zmwmuq6,1FKbioWApbzWsnWMmFLdUNPgJ9UEX6gyTF,91294,149510
3LK1FXTn768idfbrmFzNfHkBRSiAZJdDbT,bc1qn4vtleve29jnz4nf83dwyaazn75mkaay7w5vja8qjmjgsevds7hq3rfavt,634050,131549
36ANDyjt7F1yAi67JGHhpZKuX1NcKCPxXh,bc1qa8d3s8lyatfskve4p5wwa87kmpepwzk6yr2d67tul6ak5vjpl2tqn0m0mh,39231,131549
14DDkco5QL7EgVJMUfV5Nv44s3ysdiKXqH,347B3v4ZWqGjhVrthckzPZN6dsxqUwPGyj,233940,62357
39EkuGUy7EY3T7jrokiPb6hjP4DuogwkM3,3DgfxHasf6rnXXBLJNxkrNcxUkb5LHtkGh,112596,21340
3EhbzjVUKLfVbQBS3ZqgtZ1fdptuygGASN,3QEy779DwXnpkoaMe1A3z3ay7JP3oCy1vL,3062228,21340
3Cr7MBw9roYRHsxrrCWmkxrkmHnXCn6Fr6,14B97BLhBGU9yujzWNL9hA3csBKYHdrMx7,300000,44865
bc1qet604dn5ce4rqx04xfj926rss9xykuqf3fjsxl,bc1qppx2nesumxdx8qjm3ttq8c4lkvxvc3j7x596q3,973505,26739
bc1qhtrnlanu8ldajpugazpcqukfeaadjf6qtadezx,3NDdFBvDBR4jf2uSeoaXtJwhGUkze579vL,1113829,18383
37bif6Pq83Bp7wak6mytU5iXLfJcoq38KG,3HxKYPir6gzvXB8mgkrwWdnd5j2Kusz5FE,1349199,32909
3JmxSzSt3TdijDDppt3ZSYjg8dt9xwbA1x,1LE7WKbZqCPyzWJGBH4ojRkFtv7d1MiB4A,600000,33166
3LiUh9Ypugn75M9QMTaZuan3ZbQ4vUJUjE,3MfxPQ3YecGjrWsX6A1LeXNhU64pu24if3,1053973,33166
32WuzgD4RSbrX3k1vfWXPe7BPK4trkEKV6,3EDXM2aJjvs4t4qYVjRpQrEJ7wVCnVa2xs,1291775,29952
bc1q6x20ae27dk4gzy46y4s7tavsnwwnuu8s2t6ckq,bc1qrjuvmyg3mpthnmnl57pnhslht492s8fs095ewc,1119606,18511
bc1q5xgxrqj9g00f2k37apf83c289dpajcm92dutdz,1KKh1LZKKaH2Jj31Hnca7gmZFkEMqyUAKZ,643200,18511
3CjpzBrcjjWfPKiHhT8rcEoVDzYMaCYa9q,35QbBuswTUYgVojuKmogSfzrDMSNxPKkTN,27015135,21339
39HHkeDMSNBSZDo5VLopgRN4GHT5rMs7eq,3LWywcv2XtbPd1zBMQFkJDPwJfxKsbpVLj,142220049,21339
3C8uCGoUw9p7ftMrHASAByVBnZnzmLYB1P,33mJb43yRCe46nZ4sD79qBFhWgU33Zzefi,291000,21339
3QPGosmepETgj3eCzEDLwKCBNdbnKQ5aiP,3J5EfbVhKfaCSnaJKnNqDGDmWAo2rXohT8,1835909,21339
3JKXU7x3SQPxcAy73k3E6gKbzVNTpk42CN,1M7C4buc4WGbWcfrffHifmbL4pLGEjfxWD,202775,21596
3HDRZwSFoNwghtgGSRBkmFqm2A1wsX3FYB,36a6Z8M2sSoSgU1eD82LP5tPHGdEBYt3PP,83450497,21596
36ry36fWZuWpCwuihfQ9tTKFBqSgYUaaRY,361S7gufxwaXtdgaaczwYy657K482CLJti,1278495,21596
1EkgvYGmsAQaHbeZDB8y9Hi8pd5JgR4Sdv,1BHQuGwHVN8kyVF6jSLAmkvL4Y9gTsmb5Y,313500,21825
12YzWANagN5F7UBF2Xq3GqHskaZtoJQiw1,143fukpYMPPgVNvvDB3n5stPTqm8CVq8YD,1000000,23625
194a2iezrXHgirMkNJnAGMFG2BWZvjscbk,1G8tFNtpJAfSre2xE8anqwS8FapvE5w6tk,600000,24300
158pBVi3WP62DXRYS3MXDvTDJU4MJYwG3J,1DBwuHSoEBkbDybipXAqzAEzggEfZ9bz5h,400000,26550
12Y5a8QSAgWFUFKbkoG6UxJSKSDvJK4CiU,1GyW1P5iejGWqdQpY1UjVPnf6PF1cCGt9j,600000,28575
1DSHdadqoqB1uPy5gT3AgszKcVHiUucLui,17tPHVEd9sLBoapi3kp9BJMFdvMDTGQ3AP,345600,29250
1JD4KXZHRhpfU6CJhF9SNyZ3NoDA3R7GA6,1DrnWERWgrxMJxbD141L3Trhj71m9F8xBm,160000,30150
1214E8GtqFJJZDtq4bfRXt4Nzc2FHYogPc,19cUuEak2WyxfkFnH3PZHQVYF8UMnxiVsZ,290000,31275
1AiwRTmBnBgjbxWtaKYANbLUHdZ5Rf2LJv,14jNs4obyWhuujYyA8SQ12Mz8JRKhbJw7g,490000,32175
14DTKvmMXCqkKJsNjTTs9XoeAnitr4pxUz,16pPTHbW4Q8Ya5tyw2HFPVGhaBS4bZRCUZ,352183,32175
1AaJhZpaoFFGzZSm9ARDdmmtkWbN3C7ZqZ,17BB59Cb9gSY2ZNMsdDkBgDb5aAt96SYaN,200000,32175
1C4XwQZGzcjGZuTiDmzC2vQitFDJTXJFCy,1GzxcDTwQnF9qmfGQQTaJU8gpAJCkqWw2J,191030,32400
1ChJHNGfwVG2P4BvLuK1tws6poPASnw34U,1Htp7xeFVAE7YmKknFw3Y61ZzRp7s7BJeX,331578,32400
1W1KMDUtpeRLpRgNn6GRg35DrrRKT2ifj,32ikSR5onDaWvoVuZNjVNxQZdVCyYEZYNV,71872,24422
bc1qet02fp332s5555a68xxhgprznxgp8utrkj7x8m,bc1qpt90t9rdfnksvvm838pvenhcunrkx2xhj3lsh7,942155,61568
3H9e1wVR4Cox5hkDjNUKhCA6vHzXE1FNA7,1PM6vWkLQQpZpr486T2MSy37FVCPaDYCNo,1169415,21593
3AzWmNizwX54VWyCJM247jJV6sKRyPhiyT,bc1qw9kpfnwradz4wspuyn4mqwma9j7ua9mvettha3,34970000,21078
3Hn2CYBHEuygJerEoKCcSHJgiSeEusDrZn,3EhCL33pp5FeaquezfgP3LRPqXA3EfiLmj,1489338,21592
3DHzxCgnKJt1JuTy9cWyJfpUG1jdH55NBv,1P2n9kbzybPDyz8sZBMpf8HkRp4mt9r9dy,410000,87358
1NonjyhRgYY6NpUTH9Uoh9xNL8dAxQxJv6,19F9RVEKZDS48az8KQ5HirKFUdT5UiMaTb,580513,27792
bc1qjpuc0dmxs45kpe2hp6ey730qcns6yf8j0xh9sd,3Gh2hedoASVefzC8pMmTPvkHjDpBjnKpWF,1000000,26858
32qZrThfA9bi6nfVX5EAXD8N5feDPoZPjf,12CAk92YaWPrafucon4cwPFUDR6ShQaWFy,4840620,33282
1L6CFUxBZCSVedwJ2c6LEgBvmEhWfRErAi,3BdGMJEhgA5d7dMkQbSV8cBnmc9UcWefVM,3949382,24408
351VpSkGhcoajApax3fxkPnmU95e4ubpAM,1AFVQGCwNsMd6ayMrJuvsGVok2898kKrLF,324300,21578
1LtxEsdFrXcQKm5mNpGGuECH2CuavLtGrn,112Xep5PXKeKRA1NMGywd75RDVZp4oRw71,368182,24530
16XBnxjBKfd8vhWZZ1iQu3e5AiSDLBm2US,15dQ62nT2Rj8U1iCgwDsGmBjddkVSebcJX,301386,28511
1KNHq7PsYrC1eZAG4iTNMkMwyu2nJJsRNj,18gta9PxrZwpTyFMKQzHJTfRoaA1FV81ru,522080,24970
18gta9PxrZwpTyFMKQzHJTfRoaA1FV81ru,3HyMZP2V99StKQKmCTcFjsX55EMKLs1fFY,100769,32688
114u88X8wJFmHrAU97Gb12tEKSGdm7rb2n,1Rs3tyjvNhVWi2eUthiieBWnCqo4WHm84,561791,45628
1Q8sEV7rNEG551U2WLxJzUJKyh1jtAbMRh,1PGvi8HrXN19xYokkdBQDL8JDohTZgTHif,1708831,31414
3EFCcj8mMxecTV2Sb4YUh6qwbPqGKQgs6R,1HGJ2Fs7JKPiwtDm7cUyLeVBwoUcLc8fFi,3666910,27090
1M1G7jHFqeTSuYSKffb5YMv1Do8Jc8L2x7,1M1G7jHFqeTSuYSKffb5YMv1Do8Jc8L2x7,79174,47752
3N47v1ZUUEbvonAfWT74pA18cA2CqKH4CL,3QLDC9ADHcXN7syTWnEqtehcUNmwEhCFZd,859685,37515
3LZjcgPswf27vh689d6jLcjjRpXEKbXNA9,165NzxBHhQwRDmmGjP7QkP7QUT3X46Yge1,891378,53365
1N2a9E3dHe2ZtTqqNiB8yHQvfxtBvVL2xv,192CBfrsVXMEA6kV6XhtV89c4r8kvavBM5,1021492,24511
bc1qx02vxp08zgy9x3hcwfzcgek8k6yl4laww7y4rg,bc1qrw3nm3ydwnsxcxcvx6ytezak5e95tln2rm24ds,323213,19625
3CG3wFphxHgW3bq5KBvURt2WJnWxrjtdTv,3QtpNTdg5LL9wHno8onjQm4Me11pCC8kZb,445467,17186
37Ua71d3yAhxGrBZbRGNpFYN7XZu61kNz3,1nk9L3BkbkEaoB1fcouWHdd8Qn6BH8XA4,648430,21543
3918sJBTSMUifncUVmbyWXZveuW6R57qvD,3Qk5SdwtXSugnwreHSRqycNfZhBxkSKGQT,266481,17183
1HvAdX5XtbpVECeVWzzRH5hA64Hoyc2nhe,1KetqLzMu1mYTH4ziRQakPPkexY8C8i8St,35201,66675
1HjYMv13YabgJZ9G88Xx28cUxBXJ1tYE8W,19kJu1fJGRuZFdL7ne47SWg8cGbYwY3n7n,36502099,22600
1EHyVJkkqEAkNBod6gnYyQXouC92rQRo8E,1EAMAJFcFdoEQKnRoXgthEudneVaavqDLu,613145,34565
1EAMAJFcFdoEQKnRoXgthEudneVaavqDLu,13X97YgCnYnCZmqUQrGPzMeAyDDCrc5niQ,81884,29213
19kJu1fJGRuZFdL7ne47SWg8cGbYwY3n7n,15EoonsFpj8zW2dj3ymiuJZscnZjRNoYek,10038965,27572
15PwErdFGPZJ2YNjSF9fgwCCbHJr8HMrY2,15MB495VCAA7PX762oXbhUKsoT575jeY4a,4014381,29380
1Gck8WNUwuphuvAp8tBCAtQyjPykkj9yAQ,1Bhc2LANy8d1Xo9bMK1YH9mfPvXJA4Hykx,4014381,29380
1Gck8WNUwuphuvAp8tBCAtQyjPykkj9yAQ,1NVZNV5TGCThXC4rNpzvTJuh5aUsAVkxbt,1006016,30962
17PSSsQ7FAAoCvashxJE5n9y8JwzQG2WBk,38dd9cDGrUVx2edenofZJsb2CZj9e7rw7Q,203770,28702
13S9YqeTxwyUuZFRWV9hS6LMNsuZ6JwsGX,1HX1pVtMhdqFXqKjp8PrNfA4wnxWLRAStX,8466,28702
3DG6NgjFJSLnbbs1VXkbhnRs7ZbjkgGxtN,1EEwn8MfYaL5Egg8PZ2L8vvRBWa9MbiuHD,298809,500000
1LuAFwE9k8NK5HFMqwtRwe8dvjqFD88NzN,1LApBmZp5vK4D7HCjzccNk8CaQ3nXee2Z4,100768,35934
1iuDz7e9UCGk7anrFStv2vt7xTM31b8DR,38cEVgCsKyDekS6LCw1uK9AKzauA9Q4ihB,128983,36197
1H26gP1qfQgTaMZ8WiqTD9wVwxoh9wWyQh,1eYRdDPPL3jd8xTakmZ29FA9JXeqdUNQe,43800,47498
bc1q8q0ws430fwzf0r5zekhv59cur7msxc2u8wps8zwgxdsy5gkzn62slw0j84,31tzuudsyi1tzSVM3QKFwNNarbCzEs3w7k,220000000,34175
1MriWU4DiR39ZJ22K5xnzYL9Tfa4TzHmrD,33HfKFuJnZ1xyrgEA8ke7oc99PfJPSHi5e,318650,24182
3NBiNHmntT4LggWdMvqdQ9tnAwmQwyUPBb,13rd2KynAyToY1AXGA5XdrnMKizQj9UBt7,130566,17400
1JcP6LCiD95CCMvtNvKMzAuvMDnEqVZnk2,1478dExwrfE98XL2wRUgLMDdXgSz7ZemQa,135730,21922
16j7N3kJgdU7yLVoEfL7fD63erQfpBvS15,1GAXkZvT6yCNkLZ8brcxqJ2sz81CAas5Cs,912450,35482
1FY5JKfDTspuNkwyMMczR2GRSD16G5Augd,38xr1Rs2xfUiWKQB6RT9fb4PbE1RpjdVDD,684516,27120
1FY5JKfDTspuNkwyMMczR2GRSD16G5Augd,1EposfWVawcPv4c6JhK29wxAZ1uQfsxLbp,1513030,27120
1FY5JKfDTspuNkwyMMczR2GRSD16G5Augd,12pt54oKR91gEihD7JDHbuaD8dNJYFv7mp,3782695,28702
1FY5JKfDTspuNkwyMMczR2GRSD16G5Augd,1KT88zZG9FtEhDd73bWsDVM1bfeUJKxNfU,97870,29832
1FY5JKfDTspuNkwyMMczR2GRSD16G5Augd,34jePW4sRLCFmmyKiMdGhpzrbSxKVydX2f,1288182,29832
1FY5JKfDTspuNkwyMMczR2GRSD16G5Augd,1Cx56PABRRkGJr3M7yjytiEJZtcRqDZ1A4,2568414,29832
3MXWKnt6CRXRHcVm2fyLq4SdG2FQpDPUux,154M6LXkkvyQy9svbMAq25KEsperAWUuoX,1243943,19552
154M6LXkkvyQy9svbMAq25KEsperAWUuoX,14ea46qWiDswYiJ81twtdC3Wnx51AnQGSU,1212529,31414
3519GiGVwSkegByWpk4qMfmGDdDpB318ou,13rQ9HBiHtQjYnpjCUT2M6RDx5uuhDqvUk,351000,4520
3519GiGVwSkegByWpk4qMfmGDdDpB318ou,1H4JQZuoPh5PqsRd3mPRo5uFW2yepzbNcG,404000,45144
3519GiGVwSkegByWpk4qMfmGDdDpB318ou,1MDv9a82xnPbG2fUZLR7bxwuT6PnQLzSZh,1272000,91854
1PprSb4Fq15ej7QRyqFBke75AS8jZbN53G,188BMdBpPrzMf94nBA4RJ2uzfiHckgUfWL,707893,32951
1JcqfY7oc6SWuQM6oTRYNqrSS8uh748yNr,33NeeTVBhuEWmkemFe6gTrEqEnvCiCawoU,208255,28476
1NqopER9Pup5g2Rmgmwe9es68aznDk8DWn,13fu5WAd85noW64ZemP1A4t2WRsTmQnW2Q,22277,47752
1KxHH8VhNLB1foGvyywcUzidHoW1ENWj6h,136UTbgcsffSifTnsfdwuZoT73Gb398Xr8,1001500,20657
136UTbgcsffSifTnsfdwuZoT73Gb398Xr8,3K16fao7y9TP8APjPzzR47aWpsCUvpi9k7,969182,32318
1MWV4kik82CBiexpNkyY6cQVCXCGuCkNj5,19YBCsQ4KrnJbMLF1qUPQC6vZKcdiFmGJR,301229,28702
15SR53JkW44Dog4G1vChygnzckn5Qnxrir,15xcGdtjjPLbME9uE2m5qDweTUSuqZLHXq,1325602,28702
1fkTEoarCqkcncTMTuvNkr7CbDBcKt7z9,1JJtF1PkgoE2oBuNh39feX4FwHo1BpbsEZ,201606,28702
16JjpiSoxCtyffH5GjbMDFiGckaosdBiq8,1Atg4P7tSGucBnay6peJbtADSzZWJayRmz,1967819,28829
1KLovmgTPb8PP6cgwfNDnRRLiXtoNZL6FX,17Q8dytWbFtGFB9RtrdoHc4wGDefzbLdAP,713240,22600
17Q8dytWbFtGFB9RtrdoHc4wGDefzbLdAP,1HhUpL5Yc7VBhrvBYPBERzAabSdaPCsKrV,201239,35030
1KjNgA9KNp4HTXjN5kdqWbzKWW4zKwb4LA,3JoUbfjrFQwwSnMgWGU98QYTKqk5vqDs4h,4223922,42966
1Hjki3uGu7xMUNmZyVUdPKeRMbQHcP8BAi,1KSsYvkJJvxx5AndLw8TBXvNhf3izRMr49,89370,47498
3Q6tkm9Uqq1981hdAA1Vp1uDKEevYD5Xuj,bc1q24nddfhvdg59el62a2hp00fs36pg4t6n5kszjl,18990000,21000
1GntFRHU96Yg69YMVENyedtgNcymJCCJ19,1NFhBdQ6ZDKgmLxmrS3to47Q2U1TZqYdmv,1484088,26292
1837CzthTATJ9LFeSEvwp7VWpmeGRqYfgf,1GFrWw5VrQ9vSMuUV8YrYmNk5PvmZKpQyB,13317582,26292
1GFrWw5VrQ9vSMuUV8YrYmNk5PvmZKpQyB,bc1qkr5dtq07cfx8mshsmacylhsh9axra4dt3254yj,10131383,33185
1DojUJwxBqHnrQi7J4thin7jHmNueP2BjP,1Q2QPfX73i126tHMA7mRiw9W6F8mEgiK9g,228271,24426
1Megp6izresyysH3iqsdT9FanUy8uC7Tmi,13qKjEmrrBs89Sg8ZFSdHvmU1YFUjgTk3f,341955,24423
1CjNc1C3UyetuhaoWHdBeb27Uht891qVXf,14FtXYtsfijpvszooG2fAVxdVpS4SoAHxB,394828,13334
19zHYCxoZRtyJtC9yqCQ62y1KbzHpa2zJj,1LoMBN1unTm9SZSBPBgU552xANgiorQZtu,401638,36386
1LoMBN1unTm9SZSBPBgU552xANgiorQZtu,1MvfDte4KCcQpHBC9U6gox3q3yLVS2NPPf,22521,36386
3R1G9tDmh6a5TQUFgjo4ht9Kpc7qwVuwGU,36h7tbp1iUtb2KyQYVkyZgxe1fT1EA4tgX,67230,34736
3R1G9tDmh6a5TQUFgjo4ht9Kpc7qwVuwGU,1PPa7NaFL9c4HPLZnV3ruoA1cEFJf5YNjf,82624,50064
36h7tbp1iUtb2KyQYVkyZgxe1fT1EA4tgX,1NMaiKY1suVk8UbVHGJ2FYgRNBTeN8iHVG,47934,19296
bc1q3wm7s6kpp2nu89qqrllut0grj39hu0560x9suj,bc1qfd0al9z77g7rngpjz6mkmfsqxwqvxdefjtthea,2131688,22502
12wB5a4PNKsipvMRAGSDY4jxGzuQXThf3m,36isePsJrfpvV1qiZ3HFSKAHzNPkgKsRcp,24098,24408
14Bw73sCWfAPbVGHBWbzfcryEahBqgPDvr,36isePsJrfpvV1qiZ3HFSKAHzNPkgKsRcp,22176,32544
1sPwqqcqDnAFnKEhDn5kcsHwA6MRt2fQC,18jTdpMNEJ46ZnTTbn2o2yu2pbSR8q1sTL,325389,26105
18jTdpMNEJ46ZnTTbn2o2yu2pbSR8q1sTL,16pji25kgmPNXEHN4NqgCCtLS7LT1cqukM,298368,27021
1BCkFN1wtniuNKJzffSyRiP3oiw3DJ1gzb,14d2dYmWHGxiGN5vbwzcPpcQB2zUpTD5PG,140573,28575
1M73oUWGmJmyjV4u2fpeuWUbTgQi2G7b52,1CgoCKMR8Q5gaKKKkfn1NhhFzaSZxfkJAU,9096,28702
1DM3FpRcB9HxUXMZgkJNkooYUZn4fRwS33,1JsSCzdkGyNcCeavjRk42rVhUoi55KXxgv,181445,28702
1PN6RxMYcn7XtnTfDmkRfBDkQN1uKwr37f,1J7qecJeyUiZCAo6W9uUygPKRCDQfC7dfx,232353,28702
1EJHaYwvBjN3Ph8RK3iUVxZ1uWSj8dsDUt,1DnZFzXVSeePSW6nhhu6RmhSUZfMkDjsxr,14405,47498
3L4YZQHNFbx5e6cABVk6EqBmBWL4iuMsBZ,bc1q55aeuvn4kuadw38zvd7vn374flskadhtxltyxu,1762760,43942
1AJaideZxe4hwFJbxm6DCxyTDx6cGgM26G,1KkWrjGiakvVLEskV3SrsY2k4MzmKAahde,15934,24257
1W9mc7nqMYNBQ3BA7BgcUXA7XzAipHaCS,bc1q9g5l86grskgt9agsajjht4q0xnrreufyqgpzw6,870000,130000
1BuJvhpNPqyFGJm1J1y65HujuADZDtyGAm,15mxj1yKcw54JhaQLfnk1SDAD9XcvCePET,243445,28148
1QLAkWnYKxjbs1kFqTu7XgUApPwWouPUJK,15mxj1yKcw54JhaQLfnk1SDAD9XcvCePET,13670716,43434
1CbxRoXP1yHhovGhoTZ67u1aLXvabfdNdY,1K2FSUeqAExP7LZMT8yGbFegKLR9aKbjyg,221767,24355
35UFZbB66j1CqaWRLHsxyB45toCBPPid6u,3QuiH52ZhxoK1FGpyMPEeC7RKVQQCsGUuA,209153,16996
1M5nKAH9rWa9bvABpj6kJv9PT4aadmnUi7,1MEdfi3aMyNtF24ujxNBTY68t38W5kNEaF,299847,84328
3P176UdRL4xaT7WxC6HiDtLWAgr4xnsRmQ,32QucLpZ1uZJW4T6sgsULomCyjUbiWudmM,125401,16988
3GZAxErFRVkaEjMg76HU6tQS1s5Vq1Rytz,1JUToCyRL5UwgeucjnFAagKs4v1YqhjT1d,429822919,290304
1QBCp2mHu7VRRH5aBDTxu7xbSfzaF7hs6Q,1JteTANsZYDhAqW2o3Ee1xi7iB7inDrShS,10155550,22246
15ppVHwmRrveTPhKruBkauGZrpyu4RbMmc,19UJ6exoqdKTpoSTw9N9FEsy1Hx5PMo9jo,10155550,22246
15ppVHwmRrveTPhKruBkauGZrpyu4RbMmc,16EFfAQvJx95RsUgJWcesXCRH8g9z1Qqvk,4116400,24970
16EFfAQvJx95RsUgJWcesXCRH8g9z1Qqvk,3Mq2oBrMYhMyeUC6tV2pM6asCFHw8vwAm7,4076240,40160
19UJ6exoqdKTpoSTw9N9FEsy1Hx5PMo9jo,3Q32mggrZaoBEhZRfEGDPUZu7KYGM5aFzc,10125635,29915
1JteTANsZYDhAqW2o3Ee1xi7iB7inDrShS,3AoqGPrhQjjuGDZfAagjdMGu7iRupyTHaP,10126021,29529
3MR3i12U788Uom8E8weaqyHuwnbg2hramW,346LhnywRb4k3ifW3YTFSNFjX1RP234u5w,271556,16980
1LR87pDcZpSztaxx1FTTyhYZoj79zydGSe,1BRGoGixMABerUqxwGfr3F1Mioc8ctXX3U,340003,84582
3HwGXXM6DcgCv88rLE5SR6x4C8VBZDsGpt,36FRP5A52fpw2dZ66cjXcRWPeisrKBa1nq,205594,16960
bc1qqkcge7gayv52zlxl6e6j9m34jjcm2zqh25je2g,1FaXJT6WbqDnbqk7XGfBXt2i4bXFEoJbVr,1400000,32897
1CH2WY1J8zBnbM7U9CJmiaHWB4pWfqxyCT,15wHnYXgCd8tr1HPNheAiadipE7n47GTRS,2885050,61596
3A2czJ3bdHxMi2A36KFPACdK7QkMDRXXuA,1PXH89PLaGLxcQycLBYWkSNTZPdfyYnaaz,25710,23634
16kUMdRMSSjk2HNVfCyxioidCHVUhpNSxC,3P2o1TJoZAS9HUpnJByduGFUvduD1DiDMW,54049,29987
1F4iFbYdFD9uvQZQ1egMvjLSN1kat4KpgR,1EjUC9ZE85r6c7Z5L2XyqfYNPf2zjmrsJt,25572690,28575
1B6zEpcT8A6EYpzjbMHfZsG6XE4Jqu3m6S,1BsoiCZYMexH8scXD9PfcTMyuvFysS5W7i,60245,28575
18qwnybcJ6kA8MRDfY7Cv7y2dbQ1R8ZU1v,15a8KeFcNqP1Ye558Nx9cfxkstCDXikBdt,1435438,28575
1L95442rZoR9gjbXbAJYsrQQw4s5ipgrSm,1B1JZALSq4g9AzxQNnnFZ1XNfp1pQ57p81,20000,84582
15WPPt6cWYefeXHTQU4t8ESmuCMvVxxr4D,18DYadjtWFEwKKRjS7oD8CRoe7wrCeKHcy,914692,24273
3JTu5a4gHHoJnRAeTfpQ6ecS1Trw55b58m,1BSonUFvrr1QS1qGH9pxitUzpuw1MDKeGJ,204659,17178
15puLg54KS2nMXVvx4nutVsdU4VCQw6Qic,1FSiDr4yPqHt8PKquFbJYVpBMxASdxGAWL,182599048,61375
33iFN6a649Zbas6m54sv6HgAYoGXsuk7uN,3B6vQc3YwhiYvtiDPmeMFd5TE5SsqANvBh,318577,16922
3HecCSn8ahw8LKvjpEedkgYn9PUNLEMRCM,3GyU4jUXUDPGrtLgBv2pnta1w3F4StXDSz,598684,16909
1553iczXAzfBgnVw6wxtxwqsPAWeffjDz8,3KmsRhmARDYvUEZxMVwMkxqqroLWhHobDr,802493,42515
33uNmMuQh5yiFKYS79krm6kihhjR21SktG,3Gq9FiDsHiNS5rPcnij8MtMkWwVuwcqnYa,83963,16904
16Cpk9Dw1t58NYLZh8EQp9u9HkQgD7Kk3y,38YuybmZDKsvUmj76rPMiMcCSCgP8RyotS,10000,28250
1HiP1MSH64GsK6UQuJ9JgiPz8phksAkbcP,1KtVqR1YEENfsFdNUfh5rwJVB7NMCs2d6P,1506213,28375
369TWhuw1kYCoz7grebLfWEqwB4bvR7WJK,3GdU1MLquvycsT5esBkxEkGqPARbUmr8Py,184677,16885
1BzMebMX7i6vaXnMmvxZ8PJMN7WNBdHJQf,13CF1pKvUFVQYERaky42wwTjA8R9sJLoyQ,527093,23956
13CF1pKvUFVQYERaky42wwTjA8R9sJLoyQ,1HGrgSMmnxEhXSUUpmfgq6gjdSy12ZNEM9,42483,32544
3NxhcKr46Va2R2bZTt8Q2SndhZ9pKfAQ35,3AvUTqSKvZ9qsQLQZFNCHHqZ1ZV7TKsStE,184202,16846
1H24FxRy2WW3iosxkYt7JTmkqWVXyjwMM6,1ARXRkbXy4GXQkUAeCR92mS5Bwh16r8sRN,26427,28024
1DVgX1Z5LGmeKS7ug35q5GZ1ncmU2QsTgf,3P3BebPQwy3acHtnKGx7wPPYYNhrbAxfjP,1008032,28024
1JJV3BzYo1kDU2UKi19X1BqrbySCpJYACC,3PcYb4dNr8DZqBvwtDemtpTsNaG3TTF8PW,1907784,28024
15H3CrwPib96ytEDVM6Z84N7oEUugCWU3R,355QoNasaM7UTPBiSw4WxUAAvXcFf4zdde,8100,28024
15UqVyfq1HrYBZBZWggHf9tnZGc79djqDX,bc1qget0dnvvgy62kql949g8g542rfeeak8xetpu0g,1449980,23750
1NNou2rDJ7kE74qwDi3LGya5NNWsufmFc7,19iaEU12u6Xg3RtJxs3h1WcR63HUBSjoQk,101880,28148
388QecxNoxkZcWaNJdqjGn1jgqSxe7ur2y,3JbSXejoRZ2QYpeKZEF13Yt6hABy37uVkr,235025,16838
1FSiDr4yPqHt8PKquFbJYVpBMxASdxGAWL,1HcwhgKhFT5KL6ZKAxDetRQPwH86DNR63T,182574923,24125
3EnKBZ9reLJ9XHSE5Cqr8z8TQPQzqtdL28,36gcF6ancUwny3XA6AreS1xxeRSYipzmhn,498178,51009
3Cv1BSeYQcf7p6nJUmAYFvZaaLzWrpSecv,3LuwxN98qfJKDdvTxqW9Lhb29RSSGvpyZQ,180498,16829
1EpHJgXSMKgzvrujQXWXLXSnt2cJ7RLHjT,bc1qaca9se80suuuuss54rm0734wycp22mz9qtvzh7,72250,27750
1NSVEg2T7J2VEaQDBxmpgQDMszVr4DVwC5,33LskUc4k93ALWoyzU1WhmjD4rWaiinwup,30080,11200
1Ppq3bjEGMy7uV7VH8AAvNdduffpjsQpG1,3NH7rGFFfRQtnnundA66rfF3vJYfkZcYQS,68528,44800
32K2b7UCGoeV7BSDExvbcJhS8ZBEBpbdN5,3P3w23525w2PQzEKjCHxpgDHSSyjZNwkKq,183160,16823
1JfUrbSPgxX9Y2wMqpBQ4vUXbYk2Uc3Pj9,3ENCJ7BXLHTWhs7jUfLtWdTXDAhUVk1X3N,274249,23721
1PeFhhNBdpo1S7J4a7atB4uejrMjGc2r8P,36Wk6zY7qTfxTTJLPhzymkJeBvfBwmcAnT,647019,23721
3Nvodhpb9RZ5Ke2DkZ3SnDxdwXXoSBSMuY,3BLcwjvMdWnqQEfGqSNgFEB9oAAUkueLZ4,38885,16815
33uFG8mZoxN5RGCvA2CDvubaQd83zV2Htn,3BcUQjUVy8e1vucMyG6edmME3TdntQfFjg,100408,16812
1LrJ9kB3hu86GY4535KtRNJj5JLMbXkwEG,1NaoLgQXE8wSR39hX9xDZM7cKL3FNdyU6A,131040,23956
1L2LUFge17dEfrxRyvDSVEGJ6raNkN1eAN,1MGN7E3xTtKjwti1tA8SS2vsASAGWorSA9,379469,24860
1NaoLgQXE8wSR39hX9xDZM7cKL3FNdyU6A,1Pxnoaanbx8FsJiMkecACLBwSS6SqJLj2q,1297293,43347
1Pxnoaanbx8FsJiMkecACLBwSS6SqJLj2q,1M77tPky3iCFez7abmoD78r4AtruH1k9Uk,116906,53856
1MxfzFgjiLo2M9TZg7jhRKxWASiEU3jR5M,1MxfzFgjiLo2M9TZg7jhRKxWASiEU3jR5M,47888,32112
1BdDT3GFM7QtKLi5xcNNe4o27Rx6WHZj5z,181mQ1ombgGC4DztDv7NWHseS3qFFxSFtf,5286,23956
